,text,sad-watson,joy-watson,fear-watson,disgust-watson,anger-watson,sentiment-watson
511,Your daughter needs her dad around.,0.456305,0.162742,0.209531,0.107464,0.165698,0.0
512,im sure we can figure something out ;),0.098704,0.706532,0.080117,0.005452,0.015245,0.889323
513,what we doin tonight,0.053346,0.520671,0.203687,0.070274,0.042466,0.0
514,hi! yes.,0.0,0.0,0.0,0.0,0.0,0.0
515,You don't want me to wear a mask right?,0.203624,0.201153,0.092041,0.161216,0.195245,0.0
516,What does your center do?,0.0,0.0,0.0,0.0,0.0,0.0
517,i can . but what are you looking for? how long?,0.158034,0.080203,0.070375,0.099159,0.065243,0.0
518,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?\n,0.103753,0.014069,0.214048,0.624517,0.144283,-0.387227
519,"Back to comment, ""Yes I'm aware,"" Would you say that this is wrong, that because of the demand, women become victims.",0.62668,0.019445,0.107067,0.358422,0.164585,-0.915548
520,Into believing it's the girl's idea and will to do what she's doing.,0.103593,0.694698,0.014285,0.163999,0.048865,0.656725
521,"I'm good, kinda bored. Can you change that ;)",0.432468,0.526042,0.042566,0.006555,0.014826,0.941396
522,Hey man Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\nAre you aware that many of the girls who get involved in prostitution are minors?\n,0.094773,0.021462,0.195954,0.625425,0.152923,-0.722734
523,Please look at www.slaadfw.org or www.valianthearts.org/conquerers/ for help. \n\nwww.ThinkTwiceTexas.com has great info to learn more about the exploitation of these girls.\n\nPlease see women as humans not objects for sale. You can do this. You are not alone.\n\nPlease see women as humans not objects for sale. You can do this.,0.030111,0.357344,0.01591,0.0116,0.020065,0.945336
524,come on now bud...  this number that you're texting is for one thing. Outcall...  hour fs...  donation...  come on be serious.,0.105094,0.183341,0.4453,0.055963,0.124879,0.495263
525,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
526,"t\nhe business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.082735,0.003252,0.501431,0.363022,0.452265,-0.793455
527,Did you know that the majority of women involved in prostitution are doing it against their will and that many of them are minors? They are just young girls. ,0.137354,0.028602,0.045881,0.803918,0.186632,-0.83641
528,Cooperation will be noted. Should I mark you down as uncooperative?,0.257555,0.062462,0.042109,0.337076,0.110563,0.0
529,We'll mark you down as being uncooperative then sir,0.245083,0.238676,0.028711,0.240991,0.021015,0.0
530,You got the right person.,0.208245,0.262263,0.045072,0.094293,0.123935,0.0
531,I don't know ...,0.188315,0.144048,0.102866,0.072571,0.111274,-0.619147
532,Hi there what's your name?,0.0,0.0,0.0,0.0,0.0,0.0
533,Would you be willing to learn a little and help be part of the solution?,0.095496,0.589671,0.017116,0.001653,0.04028,0.0
534,yes,0.0,0.0,0.0,0.0,0.0,0.0
535,\nYour # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\n,0.19482,0.02406,0.23559,0.416755,0.162004,0.0
536,don't feed an industry that is wrong.,0.524093,0.009281,0.073355,0.071915,0.320729,-0.808666
537,yes call me,0.0,0.0,0.0,0.0,0.0,0.0
538,Do your seats go down?,0.310092,0.047529,0.059808,0.083764,0.100368,0.0
539,i aint waitn all nite,0.151545,0.173733,0.107382,0.071693,0.093167,-0.905539
540,what u lookin 4?,0.140657,0.113121,0.128839,0.077594,0.10245,0.0
541,u still interested?,0.112847,0.367771,0.038122,0.112759,0.072261,0.0
542,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
543,wherever you need me to be in KC!,0.015283,0.113367,0.04343,0.090832,0.068721,0.0
544,heyy ;),0.0,0.0,0.0,0.0,0.0,0.0
545,"The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.790438
546,"trust me, i'm worth it baby.  besides you won't see my face anyway!",0.111598,0.708481,0.087579,0.067763,0.07607,0.772982
547,i like to have fun.,0.035132,0.889991,0.017249,0.013837,0.015612,0.951497
548,"Okay, give me another call",0.300109,0.142116,0.107356,0.151114,0.245931,0.0
549,sure what did you have in mind,0.090055,0.405724,0.081998,0.022125,0.132708,0.0
550,regardless please stop seeing women as objects. go on a dating websites not prostitution ones,0.253348,0.07585,0.12019,0.40869,0.150394,-0.535109
551,https://realwomennow.com/,0.0,0.0,0.0,0.0,0.0,0.0
552,anything speshal?,0.168558,0.04204,0.116898,0.066774,0.181826,0.0
553,i think u know,0.0,0.0,0.0,0.0,0.0,0.0
554,"Yousef there are better ways to handle things here, not going to girls like this.",0.117036,0.633724,0.036106,0.077542,0.106527,-0.73163
555,You seem like a decent guy that doesn't want to hurt anyone.  We're a bunch of guys working to reduce demand for girls and women being sold for sex against their will. May I text you information on where to get anonymous help?,0.666518,0.022378,0.147734,0.260173,0.198929,-0.842839
556,I believe you.,0.0,0.0,0.0,0.0,0.0,0.754835
557,Sorry this is actually the correct one. Please look at www.saa-phoenix.org. Please see women as humans not objects for sale. You can do this. You are not alone.,0.076979,0.073147,0.162987,0.042864,0.028982,-0.439172
558,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
559,for sure,0.0,0.0,0.0,0.0,0.0,0.0
560,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
561,I'm not sending unless you are serious. ,0.090299,0.034775,0.541591,0.118022,0.351704,-0.904699
562,"Hey, do the right thing. Don't take advantage of girls in a dangerous situation.",0.219068,0.357262,0.319543,0.191541,0.097339,-0.707368
563,that could mean a lot of things ;),0.100088,0.611822,0.226944,0.012919,0.028612,0.916756
564,Fight the New Drug\nhttps://fightthenewdrug.org/overview/\n,0.342013,0.1297,0.424286,0.180519,0.206198,0.0
565,ha we texted at same time,0.19472,0.50958,0.157202,0.011536,0.018699,-0.811123
566,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
567,just pure evil,0.0,0.0,0.0,0.0,0.0,0.0
568,ican tell yourbetter than this would ypu likwe some resources,0.161722,0.098967,0.065213,0.045015,0.149849,0.0
569,"So here's the deal, your phone # has been added to our list but I was wondering if you'd be willing to have a quick conversation. Your cooperation will be very helpful.",0.190594,0.474063,0.018552,0.015959,0.090586,0.962236
570,let me offer you something better... ,0.057409,0.61845,0.018127,0.025773,0.054071,0.481774
571,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
572,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
573,i can be. yu still there,0.429239,0.126911,0.105154,0.151389,0.124467,0.579697
574,yes,0.0,0.0,0.0,0.0,0.0,0.0
575,"hey brother , Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?",0.101333,0.021834,0.205344,0.544003,0.180368,-0.783715
576,Please look at sa-detroit.com. Please see women as humans not objects for sale. You can do this. You are not alone.,0.211816,0.108263,0.129069,0.076212,0.031581,-0.422158
577,incall/outcall?,0.130213,0.099831,0.093534,0.066883,0.088116,0.0
578,are you aware of this???,0.0,0.0,0.0,0.0,0.0,0.0
579,in call or out?,0.0,0.0,0.0,0.0,0.0,0.0
580,Heyy :) r u looking for Alexa,0.029202,0.537012,0.0186,0.017412,0.026661,0.858407
581,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
582,call me and we can chat,0.206715,0.047452,0.079114,0.041104,0.10492,0.0
583,"Good. T\nhe business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.074842,0.006237,0.506714,0.351734,0.463205,-0.534006
584,can you call?,0.0,0.0,0.0,0.0,0.0,0.0
585,I am,0.0,0.0,0.0,0.0,0.0,0.0
586,Gimme a call!,0.0,0.0,0.0,0.0,0.0,0.0
587,"hello, sorry i have not been by my phone. Whats up?",0.285806,0.002488,0.372441,0.054499,0.058822,-0.819494
588,are you two timing me with my freind Kendall?,0.328194,0.216868,0.114114,0.066549,0.120793,0.0
589,sure baby... 100 roses hhr 150 roses hr,0.097147,0.592803,0.132553,0.068818,0.124634,0.83959
590,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
591,I party,0.0,0.0,0.0,0.0,0.0,0.0
592,I am just trying to help you stay out of jail,0.401734,0.092736,0.172254,0.212348,0.195718,-0.837356
593,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
594,still interested?,0.112847,0.367771,0.038122,0.112759,0.072261,0.0
595,yes,0.0,0.0,0.0,0.0,0.0,0.0
596,What can I do for you?,0.0,0.0,0.0,0.0,0.0,0.0
597,Let's have a conversation.,0.143639,0.187599,0.043185,0.156178,0.135056,0.0
598,still interested or no? i'm in high demand tonight,0.22576,0.221703,0.062824,0.045961,0.071572,0.0
599,are you telling me that you call random girls that you don't know or havent seen? Did you know you were calling an escort ad?,0.190722,0.035293,0.122104,0.150968,0.224733,0.0
600,estoy disponible,0.0,0.0,0.0,0.0,0.0,0.79984
601,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
602,you want to talk or you want to play around :),0.1243,0.48915,0.067923,0.036583,0.126506,0.887628
603,hey :),0.0,0.0,0.0,0.0,0.0,0.0
604,"Did you know that the majority of women in ads like this are doing it against their will and that many of them are minors. They are just young girls. \n(Even if you would never mess with a minor you 1) Can't verify their age or check their ID. 2) Even if the girl you're dealing with is an adult, chances are really good that she started\n when she was underage.) ",0.130116,0.244435,0.047224,0.535628,0.089665,-0.542688
605,how about u?,0.0,0.0,0.0,0.0,0.0,0.0
606,what part of town?,0.31227,0.384545,0.14983,0.145774,0.048548,0.0
607,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
608,"heyy there, what can I do 4 u???",0.127704,0.038968,0.119195,0.103052,0.13889,0.0
609,whatcha lookin 4,0.151545,0.175795,0.122409,0.068043,0.08686,0.84874
610,i love surprises!!,0.0033,0.935202,0.008719,0.054822,0.001632,0.992522
611,I appreciate the honesty.,0.092761,0.386624,0.009806,0.01698,0.032664,0.976531
612,how do u like torelax,0.143663,0.561906,0.056008,0.12145,0.073438,0.0
613,"hi Brian, I am with a bunch of guys, we are trying to get into contact with men responding to ads such as yourself.",0.25305,0.048451,0.14364,0.338628,0.444559,-0.583309
614,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?\n,0.103753,0.014069,0.214048,0.624517,0.144283,-0.387227
615,We're a bunch of guys working to reduce demand for girls and women being sold for sex against their will. May I text you information on where to get anonymous help?,0.251086,0.06806,0.111968,0.326851,0.279557,-0.887683
616,"For you, but what about for the women involved?",0.052086,0.063246,0.088439,0.631627,0.231571,0.0
617,Are you aware that buying sex is illegal?,0.115446,0.007511,0.048548,0.585007,0.174748,0.0
618,u got roses:),0.0,0.0,0.0,0.0,0.0,0.0
619,"sry, been bsy, u still there?",0.354484,0.086699,0.180768,0.106025,0.146676,-0.791221
620,what u lookn 4,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
621,"So am I correct that you responded to this add with the sole intention of ""saving"" someone? What organizations do you work with locally?",0.2029,0.035091,0.155601,0.11299,0.253372,0.0
622,you good... i just need BUSINES,0.077288,0.814519,0.080155,0.006642,0.017602,0.868415
623,sleep inn by the airport,0.438439,0.167786,0.276038,0.061126,0.210227,0.0
624,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
625,If you're just looking for some conversation you know that's always free.,0.094082,0.05338,0.024694,0.083635,0.034641,0.889596
626,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
627,why are you looking here for friends?,0.146812,0.676539,0.033833,0.078228,0.070415,0.0
628,hey  there catchin up after my shift still interested?,0.192993,0.279173,0.087643,0.13582,0.063357,0.0
629,you coming?,0.0,0.0,0.0,0.0,0.0,0.0
630,??,0.0,0.0,0.0,0.0,0.0,0.0
631,What did you have in mind. Surfing? ;-),0.012701,0.816592,0.023107,0.007185,0.050507,0.0
632,"Ill go ahead and type this out again for you. \n\n, Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\nAre you aware that many of the girls who get involved in prostitution are minors?",0.162344,0.011954,0.211392,0.558377,0.15919,0.0
633,nothing is free,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
634,"I see you are committed to this act, so I won't try to argue.  Please just read the next text",0.24897,0.103397,0.240844,0.053112,0.265748,-0.447767
635,what u lookin for?,0.140657,0.113121,0.128839,0.077594,0.10245,0.0
636,Just off Carson Rd now.,0.085004,0.045044,0.003004,0.026225,0.070807,0.0
637,hi,0.0,0.0,0.0,0.0,0.0,0.0
638,depends on what 4,0.0,0.0,0.0,0.0,0.0,0.0
639,Those things are hard earned.,0.524967,0.106012,0.163229,0.122605,0.121298,0.0
640,sry I wuz away,0.0,0.0,0.0,0.0,0.0,0.0
641,don't leave me hangin buddy this is one CRAZY story...,0.140324,0.643379,0.137841,0.017827,0.122696,-0.368622
642,"yeah, work can get that way",0.181151,0.209512,0.199271,0.029956,0.135108,0.0
643,in call or out?,0.0,0.0,0.0,0.0,0.0,0.0
644,cool  thank you for your time ,0.011713,0.947811,0.003472,0.008327,0.013002,0.997218
645,Callme,0.0,0.0,0.0,0.0,0.0,0.0
646,thanks!  ????????,0.0,0.880435,0.0,0.0,0.0,0.887817
647,May I text you information on where to get anonymous help? tell me where you're at,0.088331,0.104181,0.091604,0.013053,0.165907,0.0
648,i love boats!,0.0,0.0,0.0,0.0,0.0,0.0
649,Sean - You should sleep it off.,0.354779,0.206137,0.31141,0.199104,0.102233,0.0
650,"If I sent you this thing that I think has been helpful at showing people what life is really like for me, would you look at it?",0.190095,0.599367,0.039321,0.06819,0.139243,0.831533
651,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
652,Wow. You met a girl through this and got married?,0.087946,0.683567,0.032834,0.113665,0.096118,0.668773
653,cum find out,0.135476,0.24021,0.122597,0.087318,0.064822,0.0
654,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
655,Call me,0.0,0.0,0.0,0.0,0.0,0.0
656,Hiyeeeeee! I am now...long day!,0.275569,0.439522,0.083182,0.045202,0.067423,0.855901
657,What do you mean,0.0,0.0,0.0,0.0,0.0,0.0
658,It was good talking to you. Thank you for your service and good evening.,0.021034,0.879694,0.002652,0.004779,0.012741,0.977314
659,Let the truth set you free,0.209972,0.468346,0.045657,0.026245,0.156222,0.0
660,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
661,lol - Not a virus. And I'm a guy.,0.05873,0.767672,0.019058,0.143048,0.042633,-0.284832
662,how much time?,0.253695,0.081792,0.072168,0.07327,0.08304,0.0
663,"OK, I'm marking you as uncooperative. If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you.",0.592944,0.107685,0.17886,0.236944,0.152101,-0.67556
664,ooh! tell me more!!,0.036686,0.521822,0.081457,0.026456,0.214658,0.890413
665,Please look at www.sasocal.org. Please see women as humans not objects for sale. You can do this. You are not alone.,0.039289,0.107778,0.08695,0.053894,0.029514,-0.460337
666,you sure...i need the $,0.207189,0.068305,0.199158,0.023429,0.111176,0.0
667,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
668,Are you aware that buying sex is illegal?,0.115446,0.007511,0.048548,0.585007,0.174748,0.0
669,I know that guys like you can use help or you would not be doing this .,0.212582,0.215787,0.055816,0.061691,0.092426,0.0
670,what u lookin 4,0.151545,0.175795,0.122409,0.068043,0.08686,0.0
671,What are you looking for? We can do txt ,0.102096,0.183913,0.064928,0.094544,0.066886,0.0
672,not too much. that is an hour or more. ,0.268112,0.331479,0.177173,0.083619,0.250229,-0.792237
673,what u lookn 4,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
674,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
675,"Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.065109,0.001636,0.452208,0.476242,0.395575,-0.767384
676,*you,0.0,0.0,0.0,0.0,0.0,0.0
677,incall or outcall?,0.140657,0.111159,0.099721,0.08522,0.10245,0.0
678,what do you do for work?,0.0,0.0,0.0,0.0,0.0,0.0
679,well are you aware of that?,0.092488,0.112251,0.251019,0.141641,0.018612,0.0
680,you st\nill with me? It's important that you stay on this thread. Your cooperation will be noted,0.110158,0.483545,0.143333,0.046818,0.066955,0.676697
681,u there,0.0,0.0,0.0,0.0,0.0,0.0
682,hi,0.0,0.0,0.0,0.0,0.0,0.0
683,sure thing,0.0,0.0,0.0,0.0,0.0,0.0
684,Do you see the same people consistently?,0.377934,0.258757,0.04779,0.254819,0.105407,0.0
685,Su número de teléfono ha sido registrado y puede ser compartido con la policía. ¿Sabías que comprar sexo es ilegal?,0.0,0.0,0.0,0.0,0.0,0.0
686,Whats on the menu,0.237321,0.26193,0.07673,0.039905,0.142247,0.0
687,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
688,"It doesn't matter where you are, I think we could connect if that's what you're looking for.",0.158734,0.106977,0.022689,0.048255,0.020229,0.61654
689,No we work with them very close.  Are resources are better than police so we share with them,0.653188,0.180069,0.181478,0.020064,0.025004,0.658351
690,just now saw text,0.20445,0.363841,0.201597,0.256697,0.051009,0.566963
691,i see.  sounds pretty fun....,0.033997,0.902459,0.019092,0.023978,0.014732,0.957704
692,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
693,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
694,yeah,0.0,0.0,0.0,0.0,0.0,0.0
695,im on outcall. wat r u looking for??,0.077015,0.252507,0.199649,0.17792,0.046163,-0.689192
696,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
697,hello,0.0,0.0,0.0,0.0,0.0,0.0
698,you?,0.0,0.0,0.0,0.0,0.0,0.0
699,sooo....are you looking for an outcall with just you?,0.125796,0.27677,0.44736,0.138654,0.025606,0.0
700,again your cooperation is noted. do you understand?,0.140657,0.110928,0.099721,0.08522,0.10245,0.0
701,hi baby,0.0,0.0,0.0,0.0,0.0,0.0
702,hey big daddy ;0,0.19255,0.401669,0.111707,0.028637,0.0668,0.691675
703,i can get there for sure. anything specific,0.040659,0.109713,0.055237,0.012726,0.112561,0.0
704,Well that depends on what you're giving and exactly what you have in mind.  What do you want to do?,0.054899,0.430013,0.039604,0.027347,0.150591,0.0
705,Some as young as 14 1,0.0,0.880435,0.0,0.0,0.0,0.0
706,We have you recorded in our system as having called or texted for buying sex 14 different times. If you keep doing this you're not going to like what the end result is gonna be.,0.368283,0.228482,0.102223,0.124939,0.150974,-0.760416
707,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
708,what kind of massage r u lookin 4,0.07945,0.591206,0.093967,0.029462,0.072731,0.0
709,that motel 6 is nice,0.010228,0.957827,0.006875,0.003561,0.00835,0.952617
710,did you watch it???,0.0,0.0,0.931034,0.0,0.0,0.0
711,"Seriously, not trying to taunt you. Just trying to keep you out of trouble before you get in to it. Have a great weekend buddy!",0.099725,0.481577,0.33632,0.018198,0.093779,-0.388545
712,Ahh. HEre you go.,0.191391,0.201275,0.354263,0.046069,0.091069,0.43308
713,still interested hun?,0.061676,0.500489,0.334855,0.044017,0.060937,0.0
714,Hi there. I'm hanging in there. Hbu?,0.147812,0.090416,0.191592,0.196536,0.238139,0.0
715,own it and work through it,0.0,0.0,0.0,0.0,0.0,0.0
716,"Hey I'm not w/ the police, just with a bunch of guys who care about women getting trafficked and the guys buying them.  \nYour # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?",0.127366,0.012946,0.118581,0.670142,0.37518,-0.537389
717,How old are you?,0.0,0.0,0.0,0.0,0.0,0.0
718,that is a misconception. The pimp forces them to have sex with men and the Pimp then takes all the money.,0.122192,0.028315,0.126579,0.507115,0.472948,-0.87897
719,wrong number,0.0,0.0,0.0,0.0,0.0,0.0
720,"the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084633,0.003501,0.493338,0.374292,0.453114,-0.790438
721,u got roses,0.0,0.0,0.0,0.0,0.0,0.0
722,"call me, let's talk about it",0.260363,0.093712,0.118044,0.162716,0.19271,0.558002
723,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
724,above my little bit,0.381951,0.169132,0.260261,0.072041,0.106551,0.274659
725,Like a drink and a chat.,0.10975,0.304845,0.078392,0.105483,0.114137,0.0
726,thats another 25 roses...where and when,0.144651,0.287375,0.241446,0.166865,0.113784,0.0
727,won't you give me a shout...  let's pick a place. I got a couple ideas,0.081519,0.371036,0.082,0.142031,0.225748,0.742116
728,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
729,wow!! u really know what u want! I'm there. in or out call?,0.198922,0.398197,0.089987,0.143583,0.1787,0.538816
730,still there?,0.0,0.0,0.0,0.0,0.0,0.0
731,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
732,whas up,0.0,0.0,0.0,0.0,0.0,0.0
733,heyyy,0.0,0.0,0.0,0.0,0.0,0.0
734,i understand.,0.0,0.0,0.0,0.0,0.0,0.0
735,oh vanilla,0.0,0.0,0.0,0.0,0.0,0.0
736,u still there?,0.0,0.0,0.0,0.0,0.0,0.0
737,fine U/,0.0,0.0,0.0,0.0,0.0,0.0
738,OK party hard it is?,0.703005,0.070067,0.267809,0.073023,0.071368,-0.414053
739,"hey there, what ru lookin for",0.091721,0.260051,0.056684,0.050014,0.068776,0.537165
740,so u coming my way?,0.169637,0.304164,0.11002,0.09342,0.153266,0.0
741,"sir, \nYour # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?",0.112998,0.018324,0.185027,0.646605,0.106901,-0.362976
742,?,0.0,0.0,0.0,0.0,0.0,0.0
743,call me boo,0.0,0.0,0.0,0.0,0.0,0.0
744,You don't want to be labeled as uncooperative on our report do you?,0.134863,0.050257,0.096182,0.068848,0.072364,0.0
745,hey,0.0,0.0,0.0,0.0,0.0,0.0
746,"Dude\n, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.077707,0.003415,0.483982,0.378006,0.463251,-0.800038
747,depends what you are offering,0.032918,0.345627,0.012645,0.013548,0.035873,0.0
